x,y,z,xt,yt,zt
-0.299986, -0.600436, 0.860979, , , 
0.558118, -0.503226, 1.015650, , , 
0.729357, -0.599049, 0.980647, , , 
0.689461, -0.567537, 0.700281, , , 
-0.077528, -0.648327, 1.293636, , , 
0.722198, -0.586821, 0.699719, , , 
0.565730, -0.078803, 0.298672, , , 
0.621484, -0.489278, 0.881112, , , 
0.577224, -0.348557, 0.438430, , , 
0.952458, -0.450878, 0.721100, , , 
-0.226158, -0.366132, 0.581697, , , 
0.111073, -0.492709, 0.791187, , , 
0.623265, -0.489653, 0.888961, , , 
0.786365, -0.655479, 0.839018, , , 
0.654217, -0.672262, 0.842836, , , 
1.035028, -1.174489, 1.028737, , , 
0.074065, -0.564799, 0.787800, , , 
0.567230, -0.212921, 0.681011, , , 
0.799991, -0.587916, 0.699821, , , 
0.882156, -0.662637, 1.144764, , , 
0.658800, -0.684912, 0.849792, , , 
-0.645661, -0.720477, 1.200470, , , 
0.658131, -0.506037, 0.620387, , , 
-0.061319, -0.562371, 1.048962, , , 
0.599973, -0.274807, 0.725840, , , 
-0.007847, -0.670320, 0.984015, , , 
0.415108, -0.309114, 0.746177, , , 
0.574472, -0.118501, 0.337938, , , 
0.584888, -0.596897, 0.926586, , , 
-0.204698, -0.909262, 1.482348, , , 
0.814600, -0.509773, 1.159590, , , 
-0.255929, -0.814546, 0.915815, , , 
-0.089017, -0.214073, 0.811155, , , 
0.309325, -0.297990, 0.730994, , , 
0.050970, -0.246131, 0.784966, , , 
0.952757, -0.534611, 0.928814, , , 
0.426253, -0.434486, 0.696442, , , 
0.574728, -0.170836, 0.494630, , , 
0.550719, -0.501059, 1.009319, , , 
0.011888, -0.569508, 1.453016, , , 
0.612883, -0.414928, 0.488829, , , 
-0.073673, -0.468166, 1.198269, , , 
0.694538, -0.586410, 0.726422, , , 
0.566556, -0.306083, 0.665915, , , 
0.519330, -0.560316, 0.779701, , , 
-0.296299, -0.624595, 0.983844, , , 
0.860000, -0.356135, 0.547721, , , 
-0.358951, -0.673790, 1.052534, , , 
0.567211, -0.162284, 0.405511, , , 
0.646532, -0.711357, 0.815260, , , 
-0.033234, -0.239645, 0.789476, , , 
-0.031598, -0.689208, 1.018856, , , 
0.262969, -0.552117, 1.006222, , , 
0.009701, -0.574405, 1.445918, , , 
0.492141, -0.206844, 0.773412, , , 
-0.105366, -0.609179, 0.731121, , , 
-0.519439, -0.619042, 1.269052, , , 
0.084100, -0.538352, 1.121065, , , 
0.785153, -0.570343, 0.678062, , , 
0.582384, -0.467791, 0.677889, , , 
0.553465, -0.292865, 0.722740, , , 
0.495955, -0.230106, 0.784350, , , 
0.524234, -0.239723, 0.762056, , , 
-0.004796, -0.572074, 1.497555, , , 
0.772978, -0.555506, 0.668759, , , 
-0.107554, -0.197415, 0.780396, , , 
0.501517, -0.336617, 0.839010, , , 
0.567706, -0.162104, 0.635386, , , 
-0.374077, -0.491756, 0.904096, , , 
0.639613, -0.682571, 0.797573, , , 
0.974526, -0.621466, 0.983220, , , 
0.750941, -0.403572, 0.524281, , , 
0.687696, -0.349473, 0.437058, , , 
-0.265402, -0.509139, 0.863184, , , 
0.707708, -0.398157, 0.429513, , , 
0.509449, -0.539847, 0.803080, , , 
0.158205, -0.315802, 0.749776, , , 
-0.006109, -0.631363, 0.748704, , , 
0.572834, -0.157686, 0.433462, , , 
0.648283, -0.713835, 0.817940, , , 
0.938406, -0.452342, 0.722216, , , 
0.511904, -0.092271, 0.365454, , , 
0.565284, -0.171444, 0.470591, , , 
0.568230, -0.153593, 0.427970, , , 
0.662498, -0.510339, 0.585992, , , 
0.932008, -0.440509, 0.720756, , , 
0.474414, -0.287003, 0.763642, , , 
0.445736, -0.259085, 0.762768, , , 
0.929796, -0.445242, 0.713161, , , 
0.408726, -0.310616, 0.756310, , , 
0.564554, -0.194276, 0.578003, , , 
0.696893, -0.396869, 0.487231, , , 
0.566855, -0.152084, 0.568087, , , 
0.549005, -0.258867, 0.736261, , , 
0.494707, -0.438697, 0.840441, , , 
0.568335, -0.211793, 0.527114, , , 
0.793125, -0.571606, 0.740744, , , 
0.382999, -0.595918, 1.084864, , , 
0.444641, -0.220435, 0.771476, , , 
0.566724, -0.197326, 0.600785, , , 
0.622923, -0.446423, 0.551864, , , 
0.433100, -0.074471, 0.299512, , , 
-0.043012, -0.525938, 1.792404, , , 
0.989833, -0.528885, 0.775053, , , 
0.374017, -0.314550, 0.559563, , , 
-0.230067, -0.799263, 0.909205, , , 
0.093877, -0.259774, 1.096838, , , 
0.552894, -0.169893, 0.677076, , , 
0.923551, -0.616050, 0.791934, , , 
0.181086, -0.584417, 0.934062, , , 
0.566885, -0.192189, 0.579824, , , 
0.453932, -0.317845, 0.759114, , , 
0.565707, -0.210182, 0.678698, , , 
0.891104, -0.441441, 0.757995, , , 
0.548480, -0.302861, 0.727494, , , 
0.577260, -0.249344, 0.645635, , , 
0.566914, -0.150031, 0.416744, , , 
0.781587, -0.511879, 0.644777, , , 
0.682388, -0.321647, 0.406329, , , 
0.598477, -0.239140, 0.369987, , , 
0.264684, -0.585715, 1.080980, , , 
-0.238620, -0.653379, 0.833441, , , 
0.644512, -1.134449, 1.477008, , , 
0.002249, -0.234316, 0.840100, , , 
-0.991069, -2.292660, 2.720662, , , 
0.943326, -0.510838, 0.997413, , , 
-0.184757, -0.917268, 1.872289, , , 
0.522233, -0.135554, 0.358138, , , 
0.735442, -0.391033, 0.513821, , , 
0.565690, -0.165042, 0.565033, , , 
0.859447, -0.457642, 0.684002, , , 
0.598501, -0.402734, 0.524495, , , 
0.621476, -0.413316, 0.814161, , , 
-0.055097, -0.470503, 1.001396, , , 
0.491513, -0.251725, 0.761464, , , 
0.880836, -0.482801, 0.776082, , , 
0.278441, -0.273336, 0.629731, , , 
0.670284, -0.640233, 0.786692, , , 
0.782026, -0.566494, 0.673788, , , 
0.562467, -0.162419, 0.481485, , , 
0.465137, -0.309059, 0.753709, , , 
0.629709, -0.430007, 0.834913, , , 
0.833001, -0.542370, 0.765037, , , 
0.566902, -0.193069, 0.580237, , , 
0.949338, -0.533735, 0.960699, , , 
0.573437, -0.368098, 0.490572, , , 
0.561104, -0.170157, 0.465677, , , 
0.566310, -0.434687, 0.637282, , , 
0.447942, -0.286547, 0.760536, , , 
0.591847, -0.448213, 0.895615, , , 
-0.100204, -0.691688, 1.256245, , , 
0.321478, -0.294737, 0.758151, , , 
0.482064, -0.202498, 0.780556, , , 
0.155528, -0.835159, 0.882169, , , 
0.426302, -0.467102, 0.730789, , , 
0.566734, -0.213411, 0.679298, , , 
-0.064277, -0.593824, 1.566492, , , 
0.668229, -0.362727, 0.867232, , , 
0.414319, -0.284067, 0.759008, , , 
-0.161885, -0.635880, 1.003803, , , 
0.596057, -0.497484, 0.927625, , , 
0.570591, -0.173891, 0.579790, , , 
0.552926, -0.248604, 0.738631, , , 
0.562901, -0.130010, 0.508051, , , 
0.512285, -0.253422, 0.851403, , , 
0.559123, -0.167667, 0.463509, , , 
0.516321, -0.545918, 0.811320, , , 
0.304284, -0.202633, 0.799399, , , 
0.530757, -0.181663, 0.727898, , , 
0.532609, -0.428788, 0.891242, , , 
-0.209730, -0.689363, 1.070594, , , 
-0.305567, -0.606750, 1.021044, , , 
0.453945, -0.488178, 0.761227, , , 
-0.236125, -0.744960, 1.002880, , , 
0.202630, -0.360725, 0.554099, , , 
0.591040, -0.266882, 0.711635, , , 
0.354288, -0.328405, 0.750742, , , 
-0.100366, -0.538737, 0.962194, , , 
0.782277, -0.567958, 0.676196, , , 
0.355825, -0.466369, 0.754023, , , 
0.415363, -0.325055, 0.782304, , , 
0.567318, -0.167442, 0.486108, , , 
0.544000, -0.452065, 0.857701, , , 
0.301579, -0.625427, 1.089249, , , 
0.446503, -0.284598, 0.752470, , , 
0.746709, -0.700008, 0.918569, , , 
-0.144050, -0.669553, 0.819161, , , 
-0.254234, -1.006401, 1.173460, , , 
0.560407, -0.172498, 0.475657, , , 
0.843705, -0.444356, 0.670318, , , 
0.642801, -0.688393, 0.800671, , , 
0.537276, -0.223587, 0.765515, , , 
0.556838, -0.159653, 0.475870, , , 
0.944778, -0.529757, 0.957527, , , 
0.338628, -0.300292, 0.722970, , , 
0.918777, -0.488165, 0.801400, , , 
0.486668, -0.576500, 0.693677, , , 
0.571304, -0.201104, 0.588335, , , 
-0.228801, -0.685679, 0.870400, , , 
0.565036, -0.169370, 0.492332, , , 
-2.498885, -5.111691, 3.824256, , , 
0.989337, -0.567958, 0.993074, , , 
0.567096, -0.178873, 0.493309, , , 
-0.027966, -0.542319, 1.448183, , , 
0.092128, -0.478812, 1.239955, , , 
-0.223852, -0.638267, 0.828872, , , 
0.478125, -0.261701, 0.811975, , , 
0.566238, -0.196319, 0.599870, , , 
0.426185, -0.588957, 0.904080, , , 
0.372657, -0.263127, 0.764045, , , 
0.567666, -0.170794, 0.573186, , , 
0.561050, -0.170176, 0.465723, , , 
0.584335, -0.472940, 0.671244, , , 
0.564449, -0.183074, 0.631811, , , 
0.870746, -0.467872, 0.742467, , , 
0.478172, -0.269916, 0.760485, , , 
0.569582, -0.442081, 0.641065, , , 
0.096024, -0.197713, 0.802692, , , 
0.318799, -0.214477, 0.785050, , , 
0.408620, -0.288152, 0.761531, , , 
0.702152, -0.650460, 0.858902, , , 
0.395242, -0.435546, 0.708587, , , 
0.570954, -0.200783, 0.699055, , , 
0.548653, -0.295946, 0.731903, , , 
0.541006, -0.520209, 0.909714, , , 
0.563002, -0.163586, 0.560899, , , 
0.502594, -0.199906, 0.778118, , , 
0.563080, -0.192261, 0.595448, , , 
0.735434, -0.603219, 0.765417, , , 
0.617811, -0.487955, 0.701762, , , 
0.066982, -0.749399, 1.310778, , , 
0.045426, -0.596534, 0.802168, , , 
0.363443, -0.879775, 1.282426, , , 
0.137032, -0.529532, 0.669018, , , 
0.406959, -0.430596, 0.713528, , , 
0.068080, -0.617819, 1.471019, , , 
0.560816, -0.223350, 0.603441, , , 
0.179157, -0.411240, 0.899020, , , 
0.460750, -0.509712, 0.939254, , , 
0.443097, -0.668317, 0.834392, , , 
0.478446, -0.282941, 0.760002, , , 
0.063127, -0.566015, 1.166626, , , 
0.190087, -0.246185, 0.662999, , , 
-0.238567, -1.059898, 1.449530, , , 
0.810081, -0.489222, 0.790805, , , 
-0.231676, -0.543936, 0.959277, , , 
0.370903, -0.689600, 1.067239, , , 
0.494175, -0.302558, 0.690697, , , 
0.599215, -0.369833, 0.546592, , , 
0.327274, -0.271670, 0.757080, , , 
0.557206, -0.462724, 0.710597, , , 
0.494517, -0.255883, 0.765147, , , 
0.562933, -0.192121, 0.575582, , , 
0.563058, -0.184162, 0.630346, , , 
0.562784, -0.197797, 0.532597, , , 
0.539002, -0.517845, 0.905114, , , 
0.539565, -0.314893, 0.732288, , , 
0.608503, -0.549024, 0.927347, , , 
0.856475, -0.470973, 0.736865, , , 
0.517913, -0.518999, 0.961759, , , 
0.551802, -0.140215, 0.543586, , , 
0.153799, -0.822456, 0.870811, , , 
0.761472, -0.633153, 0.874954, , , 
0.768334, -0.644386, 0.884474, , , 
0.583593, -0.396504, 0.576404, , , 
0.630677, -0.450601, 0.873046, , , 
0.606120, -0.333586, 0.656725, , , 
0.486393, -0.575482, 0.693306, , , 
0.570305, -0.459407, 0.819326, , , 
0.801355, -0.409837, 0.638535, , , 
0.562497, -0.165478, 0.560989, , , 
-0.153033, -0.587480, 1.022906, , , 
0.702282, -0.722102, 0.792439, , , 
0.180893, -0.769425, 0.854949, , , 
0.535718, -0.238371, 0.755593, , , 
0.939009, -0.682587, 0.838907, , , 
0.567137, -0.196843, 0.690397, , , 
0.524236, -0.176056, 0.701796, , , 
0.563217, -0.208525, 0.676313, , , 
0.565345, -0.183089, 0.633348, , , 
0.901240, -0.713296, 1.052892, , , 
0.608788, -0.590457, 0.947284, , , 
0.563268, -0.147684, 0.583394, , , 
0.304810, -0.202041, 0.792888, , , 
0.452997, -0.314338, 0.753343, , , 
0.912156, -0.504006, 0.920874, , , 
0.556610, -0.249187, 0.746655, , , 
0.327783, -0.672897, 1.060265, , , 
0.561167, -0.194499, 0.593325, , , 
0.566929, -0.247919, 0.669898, , , 
0.500236, -0.605421, 1.082993, , , 
0.572853, -0.198054, 0.587083, , , 
0.105477, -0.481292, 0.634594, , , 
0.483686, -0.302886, 0.750439, , , 
0.378246, -0.580330, 0.929825, , , 
0.512711, -0.346709, 0.611998, , , 
0.404847, -0.233893, 0.770940, , , 
0.129900, -0.909616, 0.954939, , , 
0.600184, -0.404025, 0.824605, , , 
0.570090, -0.443592, 0.644975, , , 
0.418492, -0.237531, 0.771641, , , 
0.741233, -0.515905, 0.689869, , , 
0.319075, -0.205025, 0.787091, , , 
0.684322, -0.475675, 0.631884, , , 
0.563822, -0.195103, 0.529857, , , 
-0.006101, -0.536973, 1.425953, , , 
0.417907, -0.238172, 0.772515, , , 
0.510626, -0.534639, 0.748598, , , 
-0.066054, -0.689098, 1.739702, , , 
0.404574, -0.110922, 0.444030, , , 
0.552881, -0.461209, 0.705749, , , 
0.569548, -0.198647, 0.590973, , , 
0.489569, -0.245361, 0.735071, , , 
0.470954, -0.496228, 0.684159, , , 
0.539083, -0.201530, 0.563495, , , 
0.489972, -0.250491, 0.760057, , , 
0.536350, -0.136091, 0.527964, , , 
0.537622, -0.313307, 0.728941, , , 
0.442558, -0.118447, 0.474082, , , 
0.538481, -0.415083, 0.854022, , , 
0.412067, -0.108617, 0.432388, , , 
0.029346, -0.448875, 0.918290, , , 
0.412644, -0.108727, 0.434998, , , 
0.720634, -0.567074, 0.816460, , , 
0.763653, -0.642798, 0.795450, , , 
0.567480, -0.211275, 0.683261, , , 
0.551650, -0.252086, 0.742164, , , 
0.159316, -0.412363, 0.591903, , , 
0.545397, -0.213726, 0.751759, , , 
0.523554, -0.239934, 0.762556, , , 
0.104028, -0.224412, 0.914065, , , 
0.819565, -0.656870, 0.890249, , , 
0.562511, -0.427801, 0.631966, , , 
0.541237, -0.170546, 0.516247, , , 
0.563924, -0.198404, 0.534089, , , 
0.570224, -0.195438, 0.604784, , , 
0.320663, -0.559217, 1.051142, , , 
0.319209, -0.309610, 0.690960, , , 
0.294900, -0.624447, 0.731910, , , 
0.410219, -0.765595, 1.059265, , , 
0.380797, -0.211807, 0.777311, , , 
0.572355, -0.202419, 0.698321, , , 
0.478061, -0.198629, 0.764015, , , 
0.119422, -0.535712, 0.682274, , , 
0.504565, -0.211210, 0.771173, , , 
0.552207, -0.246810, 0.742387, , , 
-0.094815, -0.746623, 0.907030, , , 
0.563931, -0.520606, 0.984369, , , 
0.731721, -0.632797, 0.721430, , , 
0.923158, -0.603389, 0.926453, , , 
0.281483, -0.464624, 0.900831, , , 
0.908674, -0.526074, 0.922768, , , 
0.811357, -0.646019, 0.883709, , , 
0.439297, -0.126196, 0.505276, , , 
0.532477, -0.582862, 0.932266, , , 
0.883023, -0.521840, 0.829300, , , 
-0.034211, -0.508807, 1.013864, , , 
0.664522, -0.451170, 0.618690, , , 
0.632177, -0.556527, 0.909884, , , 
0.567604, -0.186595, 0.637320, , , 
0.568593, -0.185717, 0.638191, , , 
0.524167, -0.547407, 0.892716, , , 
0.382386, -0.486001, 0.885911, , , 
0.482867, -0.280028, 0.749835, , , 
0.360100, -0.346442, 0.743875, , , 
0.114914, -0.191534, 0.791512, , , 
0.495119, -0.227576, 0.759723, , , 
0.578130, -0.379744, 0.796450, , , 
0.572563, -0.544158, 1.016043, , , 
0.556829, -0.189291, 0.568942, , , 
0.066304, -0.582007, 1.249147, , , 
0.596138, -0.416429, 0.576998, , , 
0.488034, -0.151240, 0.592128, , , 
0.410655, -0.138661, 0.599426, , , 
0.413901, -0.303839, 0.746002, , , 
0.321378, -0.528586, 0.926740, , , 
0.331474, -0.295564, 0.751704, , , 
0.380795, -0.268899, 0.764092, , , 
0.477014, -0.282703, 0.757615, , , 
0.931641, -0.565411, 0.875544, , , 
0.108836, -0.219818, 0.741390, , , 
0.573071, -0.396980, 0.636071, , , 
0.594600, -0.195768, 0.790565, , , 
0.724959, -0.586717, 0.754725, , , 
0.125797, -0.426084, 1.184082, , , 
0.403787, -0.232162, 0.768454, , , 
0.234053, -0.421793, 0.885283, , , 
0.176787, -0.266081, 1.090954, , , 
0.517895, -0.235926, 0.763926, , , 
0.567430, -0.249386, 0.672086, , , 
0.155188, -0.313542, 0.757816, , , 
0.670133, -0.409784, 0.760695, , , 
0.214816, -0.458239, 0.935576, , , 
0.100227, -0.221596, 0.746724, , , 
0.080889, -0.477075, 0.995611, , , 
0.106652, -0.446574, 1.244310, , , 
0.439284, -0.126212, 0.505221, , , 
0.579183, -0.407666, 0.643670, , , 
0.326750, -0.272136, 0.760172, , , 
0.371273, -0.690678, 1.076241, , , 
0.416204, -0.131038, 0.529035, , , 
0.565078, -0.168132, 0.661767, , , 
0.416908, -0.131775, 0.534066, , , 
0.628242, -0.331927, 0.590706, , , 
0.041556, -0.555148, 1.191805, , , 
-0.021621, -0.652407, 0.816172, , , 
0.484392, -0.537012, 0.870340, , , 
0.536889, -0.178964, 0.569867, , , 
0.442936, -0.285560, 0.771968, , , 
0.577037, -0.405826, 0.641382, , , 
0.534986, -0.323682, 0.556436, , , 
0.325641, -0.288302, 0.748040, , , 
0.604657, -0.560846, 0.879238, , , 
0.441521, -0.277585, 0.755040, , , 
0.247924, -0.395659, 0.814939, , , 
0.030333, -0.198148, 0.797067, , , 
0.249374, -0.356315, 0.747055, , , 
0.539139, -0.180531, 0.572065, , , 
0.407849, -0.125931, 0.503616, , , 
0.570327, -0.245874, 0.665439, , , 
0.341305, -0.302972, 0.751261, , , 
0.130227, -0.308685, 0.762363, , , 
0.460754, -0.293174, 0.686442, , , 
0.559004, -0.205609, 0.671282, , , 
0.340285, -0.661006, 0.969081, , , 
0.430328, -0.133793, 0.534234, , , 
0.527104, -0.153052, 0.589406, , , 
1.787351, -2.268857, 1.508873, , , 
0.562280, -0.226877, 0.680809, , , 
0.519761, -0.503661, 0.809047, , , 
0.770233, -0.423052, 0.732600, , , 
0.636043, -0.498805, 0.702483, , , 
0.543827, -0.320836, 0.742727, , , 
0.413356, -0.122517, 0.491750, , , 
0.485057, -0.214240, 0.778758, , , 
-0.107638, -0.583068, 1.559061, , , 
0.260786, -0.323685, 0.781685, , , 
0.506907, -0.213011, 0.777919, , , 
-0.035148, -0.652916, 0.828017, , , 
0.581036, -0.465837, 0.654926, , , 
0.587344, -0.349712, 0.568788, , , 
0.549249, -0.303532, 0.732506, , , 
0.501643, -0.185613, 0.731127, , , 
-0.221343, -0.716312, 0.952379, , , 
0.541772, -0.173992, 0.692948, , , 
0.499373, -0.196889, 0.766135, , , 
0.380927, -0.211327, 0.820968, , , 
0.456119, -0.235670, 0.769648, , , 
0.575184, -0.419765, 0.849145, , , 
0.371119, -0.265121, 0.766926, , , 
0.891756, -0.509787, 0.916157, , , 
0.452640, -0.258096, 0.762890, , , 
0.440166, -0.298950, 0.753110, , , 
0.441385, -0.202147, 0.714993, , , 
0.502392, -0.519226, 0.810275, , , 
0.050456, -0.222993, 0.798115, , , 
0.517029, -0.577614, 0.943953, , , 
0.654149, -0.653829, 0.910736, , , 
0.389052, -0.788705, 1.095617, , , 
0.440308, -0.311354, 0.747660, , , 
0.409205, -0.311823, 0.755664, , , 
0.459796, -0.286257, 0.760527, , , 
0.319977, -0.227464, 0.775974, , , 
0.430050, -0.482067, 0.893649, , , 
0.521966, -0.228739, 0.738931, , , 
-0.380610, -0.555745, 0.969492, , , 
-0.272964, -0.958237, 2.457052, , , 
0.388919, -0.295597, 0.752473, , , 
0.111867, -0.212391, 0.891476, , , 
0.560736, -0.311897, 0.757165, , , 
0.345294, -0.424575, 0.798951, , , 
0.516307, -0.233086, 0.757861, , , 
0.307765, -0.197851, 0.786544, , , 
0.417286, -0.236827, 0.767668, , , 
0.652103, -0.584429, 0.921265, , , 
0.536376, -0.537078, 0.834068, , , 
0.289579, -0.426182, 0.717838, , , 
0.313393, -0.420345, 0.717700, , , 
0.310239, -0.330474, 0.748615, , , 
0.192564, -0.256212, 1.046192, , , 
0.184193, -0.434349, 0.737188, , , 
-0.221597, -0.583751, 0.797350, , , 
0.040362, -0.627745, 0.952602, , , 
0.543833, -0.260763, 0.816023, , , 
0.464470, -0.307649, 0.751474, , , 
0.440113, -0.296335, 0.751313, , , 
0.480011, -0.519138, 0.867079, , , 
0.126161, -0.200442, 0.800930, , , 
-0.027026, -0.337951, 0.774864, , , 
0.438923, -0.257909, 0.758033, , , 
0.490431, -0.226368, 0.773518, , , 
0.072853, -0.553173, 1.197712, , , 
0.093846, -0.307638, 0.818591, , , 
0.507110, -0.497859, 0.928712, , , 
0.406416, -0.287827, 0.758156, , , 
-0.005279, -0.440087, 1.170451, , , 
0.426749, -0.283781, 0.749786, , , 
0.399199, -0.196304, 0.780952, , , 
-0.023241, -0.327576, 0.769336, , , 
0.349129, -0.360964, 0.785323, , , 
-0.031543, -0.514521, 1.323493, , , 
0.321176, -0.263138, 0.765522, , , 
0.151005, -0.323331, 0.756725, , , 
0.505832, -0.212983, 0.778765, , , 
0.365941, -0.272113, 0.678189, , , 
0.327705, -0.268319, 0.753680, , , 
0.232894, -0.619729, 1.081186, , , 
0.381568, -0.257248, 0.766044, , , 
0.446171, -0.260559, 0.760045, , , 
0.259673, -0.319173, 0.926906, , , 
0.440082, -0.297488, 0.752709, , , 
0.484704, -0.213487, 0.775237, , , 
0.444307, -0.234577, 0.761781, , , 
-0.212922, -0.599027, 1.512013, , , 
0.190446, -0.217437, 0.718610, , , 
0.406260, -0.302146, 0.745737, , , 
0.402280, -0.301895, 0.745468, , , 
0.373228, -0.192776, 0.774256, , , 
-0.373925, -0.423115, 0.874486, , , 
0.446701, -0.219893, 0.771034, , , 
0.193620, -0.403089, 0.704938, , , 
0.539353, -0.548682, 0.843551, , , 
0.382101, -0.139453, 0.564444, , , 
-0.390014, -0.433676, 0.885781, , , 
-0.389311, -0.438729, 0.886078, , , 
-0.029142, -0.655989, 0.730699, , , 
0.188688, -0.448500, 0.946504, , , 
0.356965, -0.136261, 0.552101, , , 
0.445524, -0.257391, 0.762521, , , 
-0.232557, -0.378630, 1.161120, , , 
0.356146, -0.175331, 0.702577, , , 
0.233554, -0.302001, 0.895895, , , 
0.385583, -0.216546, 0.587758, , , 
0.090107, -0.493680, 1.265957, , , 
-0.269631, -0.967463, 1.852687, , , 
0.277617, -0.352823, 0.778182, , , 
0.507918, -0.501330, 0.929185, , , 
0.488451, -0.248724, 0.757069, , , 
0.414252, -0.310272, 0.755448, , , 
0.371107, -0.136430, 0.550922, , , 
-0.181005, -0.547887, 0.772893, , , 
0.014762, -0.603131, 0.708378, , , 
0.517541, -0.497428, 0.840563, , , 
-0.271576, -0.683698, 0.872399, , , 
-0.243502, -0.544719, 0.850573, , , 
-0.100890, -0.298470, 0.688171, , , 
0.069347, -1.080187, 0.989463, , , 
-0.066573, -0.787542, 0.983317, , , 
0.387530, -0.232893, 0.764146, , , 
0.442189, -0.272670, 0.737876, , , 
0.106875, -0.535852, 0.803749, , , 
-0.056984, -0.532565, 0.772062, , , 
0.314962, -0.321084, 0.739577, , , 
0.391935, -0.202618, 0.774675, , , 
0.508910, -0.638972, 0.970979, , , 
0.367887, -0.140018, 0.566259, , , 
-0.346021, -0.384600, 0.778954, , , 
0.280169, -0.459308, 0.897422, , , 
0.381646, -0.263024, 0.773658, , , 
0.439633, -0.260005, 0.762999, , , 
0.419174, -0.212235, 0.748195, , , 
0.399884, -0.200191, 0.798194, , , 
0.453747, -0.259565, 0.764610, , , 
0.110585, -0.466472, 1.209136, , , 
0.120661, -0.325661, 0.811166, , , 
0.321052, -0.210721, 0.781087, , , 
0.177323, -0.362345, 1.045656, , , 
0.380488, -0.204843, 0.762846, , , 
-0.093910, -0.671613, 0.832171, , , 
0.042859, -0.612773, 1.314876, , , 
0.007300, -0.612559, 0.713744, , , 
0.474125, -0.198610, 0.769244, , , 
0.582597, -0.656709, 0.981683, , , 
0.418255, -0.261800, 0.763744, , , 
0.347132, -0.321239, 0.757422, , , 
0.322737, -0.210758, 0.759209, , , 
-0.097425, -0.512734, 1.391093, , , 
0.081993, -0.265501, 0.772536, , , 
0.482448, -0.275565, 0.769109, , , 
0.106482, -0.580917, 0.699371, , , 
0.385659, -0.242087, 0.765120, , , 
0.312773, -0.464296, 0.738333, , , 
0.072237, -0.213857, 0.775883, , , 
-0.206903, -0.597539, 1.500955, , , 
0.407587, -0.304106, 0.748242, , , 
0.380125, -0.270017, 0.762052, , , 
0.376557, -0.204391, 0.805377, , , 
0.508354, -0.406474, 0.805240, , , 
0.323432, -0.253011, 0.759881, , , 
0.323250, -0.295902, 0.761510, , , 
-0.261135, -0.604943, 0.810503, , , 
0.281356, -0.313701, 0.763165, , , 
-0.004699, -0.490597, 1.273246, , , 
0.095142, -0.284080, 0.770397, , , 
-0.213728, -0.732834, 0.854883, , , 
0.442537, -0.469740, 0.890440, , , 
0.410732, -0.428267, 0.815229, , , 
-0.148263, -0.661034, 0.733372, , , 
0.067323, -0.625754, 0.719570, , , 
0.379730, -0.213401, 0.759315, , , 
0.321579, -0.263716, 0.762656, , , 
0.326492, -0.327823, 0.743439, , , 
0.029416, -0.264985, 0.800040, , , 
0.211774, -0.354794, 0.819763, , , 
-0.018551, -0.192202, 0.802266, , , 
0.319013, -0.242405, 0.773308, , , 
-0.612018, -0.485402, 0.886759, , , 
0.381954, -0.200603, 0.778684, , , 
0.031993, -0.503769, 1.348348, , , 
0.286842, -0.356623, 0.816375, , , 
0.314834, -0.343138, 0.765572, , , 
0.300448, -0.202799, 0.811361, , , 
0.402767, -0.267785, 0.872312, , , 
0.259945, -0.412617, 0.837973, , , 
-0.135349, -0.454487, 0.877846, , , 
-0.207749, -0.589683, 0.816958, , , 
0.308545, -0.198586, 0.783841, , , 
-0.141201, -0.447871, 0.714715, , , 
-0.027315, -0.484886, 1.135265, , , 
-0.109510, -0.508183, 1.325299, , , 
-0.103133, -0.503878, 1.313561, , , 
-0.063942, -0.305490, 0.990737, , , 
0.105896, -0.227466, 0.919111, , , 
0.187904, -0.266030, 1.091031, , , 
0.012824, -0.685319, 1.383763, , , 
0.170690, -0.462941, 1.128733, , , 
0.221040, -0.412810, 0.885034, , , 
0.326303, -0.146377, 0.601076, , , 
0.171784, -0.403148, 0.796918, , , 
0.326038, -0.146234, 0.601207, , , 
0.082238, -0.191392, 0.794335, , , 
-0.396409, -0.741550, 0.574743, , , 
-0.308745, -0.983114, 1.026968, , , 
-0.127384, -0.573091, 1.181010, , , 
0.324554, -0.143075, 0.588135, , , 
0.193833, -0.462972, 0.940784, , , 
0.122253, -0.454722, 1.183885, , , 
0.243361, -0.370260, 0.833925, , , 
0.193381, -0.538327, 0.965099, , , 
0.181258, -0.572836, 0.997062, , , 
0.003026, -0.494903, 1.042135, , , 
0.056730, -0.227881, 0.786909, , , 
0.047175, -0.423752, 0.778955, , , 
0.325140, -0.146421, 0.602781, , , 
0.087697, -0.569377, 1.169832, , , 
0.124655, -0.305038, 0.757404, , , 
0.129395, -0.301969, 0.753750, , , 
0.027716, -0.662207, 1.303886, , , 
0.044461, -0.427909, 0.911059, , , 
-0.030368, -0.426865, 1.058554, , , 
0.092959, -0.262447, 1.122830, , , 
0.196981, -0.458044, 1.013685, , , 
0.105912, -0.339023, 0.848274, , , 
-0.044426, -0.190456, 0.794157, , , 
0.101154, -0.511867, 1.004771, , , 
0.111195, -0.194004, 0.795557, , , 
-0.099247, -0.347602, 0.778278, , , 
0.071303, -0.595939, 1.269047, , , 
-0.045397, -0.500306, 1.371642, , , 
0.047637, -0.173412, 0.560191, , , 
-0.023505, -0.476404, 1.125250, , , 
