x,y,z,xt,yt,zt
0.943775, -0.204432, -0.224880, , , 
0.891724, -0.272205, -0.436310, , , 
1.281697, -0.531767, 0.226728, , , 
0.753568, -0.506014, 0.310742, , , 
0.554637, -0.156066, -0.244830, , , 
0.588694, -0.040196, 0.109450, , , 
0.837550, -0.408875, 0.126320, , , 
0.959741, -0.153611, -0.426111, , , 
0.582136, 0.082199, -0.343686, , , 
0.684909, -0.334429, -0.223502, , , 
0.589779, -0.210729, -0.161137, , , 
0.758828, -0.180608, -0.194441, , , 
0.986674, -0.153833, -0.186321, , , 
0.955869, -0.241042, -0.192759, , , 
0.685472, -0.120060, -0.451719, , , 
0.608956, 0.057541, -0.256326, , , 
0.885933, -0.267579, -0.433341, , , 
0.825718, -0.193335, -0.509544, , , 
0.742123, -0.376945, -0.200966, , , 
0.570566, -0.038737, 0.108117, , , 
1.431200, -0.543951, 0.118205, , , 
0.590112, 0.031563, -0.297603, , , 
0.598154, -0.123881, 0.503349, , , 
0.755607, -0.350860, -0.326246, , , 
0.598427, 0.057906, -0.241899, , , 
0.590216, -0.033446, -0.078240, , , 
0.926123, -0.264760, -0.394799, , , 
0.820493, -0.216652, -0.440147, , , 
0.617459, -0.119912, 0.145016, , , 
0.607826, 0.033608, -0.196645, , , 
0.970839, -0.371804, 0.166263, , , 
0.943499, -0.234945, -0.195187, , , 
0.754991, -0.361340, -0.210213, , , 
0.890042, -0.484615, 0.714691, , , 
1.044687, -0.226427, -0.508655, , , 
0.598972, 0.028164, -0.237736, , , 
0.896567, -0.403424, 0.281757, , , 
0.848016, -0.392512, -0.157780, , , 
1.006325, -0.856330, 1.481124, , , 
0.567360, 0.045079, -0.357205, , , 
0.600811, 0.000505, -0.012058, , , 
0.754489, -0.082920, -0.197706, , , 
0.985483, -0.205639, -0.429287, , , 
0.928152, -0.192378, -0.200359, , , 
0.801423, -0.282061, 0.488962, , , 
0.588940, 0.062158, -0.310012, , , 
0.592009, 0.035395, -0.202724, , , 
0.842882, -0.450235, 0.183219, , , 
0.589275, -0.050055, 0.186210, , , 
0.576770, -0.045701, 0.165757, , , 
0.599667, 0.062353, -0.312844, , , 
0.832636, -0.270762, -0.288694, , , 
0.588827, -0.034747, -0.088564, , , 
1.164010, -0.482821, 0.241284, , , 
0.607871, -0.261233, 0.011978, , , 
0.898217, -0.274127, -0.438509, , , 
0.774557, -0.147212, -0.167733, , , 
0.876689, -0.156418, -0.401858, , , 
0.867265, -0.086493, -0.339523, , , 
0.597074, 0.002725, -0.043759, , , 
0.590387, -0.021333, -0.173143, , , 
1.086929, -0.284079, 0.009168, , , 
1.125603, -0.321928, -0.470168, , , 
0.928807, -0.170273, -0.427916, , , 
0.866210, -0.354195, 0.395183, , , 
0.703051, -0.345438, -0.268324, , , 
0.790787, -0.138470, -0.187394, , , 
0.597700, -0.015231, -0.151625, , , 
0.832694, -0.153745, -0.237019, , , 
0.915614, -0.390342, 0.471623, , , 
0.595780, 0.011811, -0.225846, , , 
0.602056, 0.058937, -0.307725, , , 
0.603645, 0.023445, -0.292854, , , 
0.829999, -0.266573, -0.170356, , , 
0.809936, -0.401549, 0.429779, , , 
0.843441, -0.226820, -0.301902, , , 
0.876753, -0.615069, 0.833274, , , 
1.242625, -0.507522, 0.150509, , , 
0.859088, -0.250552, -0.178907, , , 
0.595319, -0.283661, 0.132080, , , 
0.584157, 0.055292, -0.342690, , , 
0.615709, 0.062583, -0.315492, , , 
0.889129, -0.215587, -0.181453, , , 
0.877667, -0.289747, 0.196537, , , 
0.465385, -0.193341, 0.231906, , , 
0.674514, -0.137110, 0.283210, , , 
0.960048, -0.196789, -0.423258, , , 
0.606069, -0.101363, 0.173185, , , 
0.590313, -0.048723, 0.188241, , , 
0.849931, -0.218043, -0.303491, , , 
0.593357, -0.007514, -0.166597, , , 
0.610288, -0.233527, -0.151064, , , 
1.590490, -0.595554, 0.156226, , , 
0.979969, -0.277552, -0.445776, , , 
0.889185, -0.458853, 0.312254, , , 
0.590536, -0.064026, 0.028797, , , 
0.885977, -0.394881, 0.266103, , , 
1.384438, -0.492257, 0.085783, , , 
0.923385, -0.490202, 0.348000, , , 
0.664744, -0.423929, 0.382713, , , 
0.792977, -0.320211, -0.389028, , , 
0.634242, -0.114151, 0.222998, , , 
0.857588, -0.288906, -0.288952, , , 
0.786214, -0.153421, -0.164225, , , 
0.860423, -0.196590, -0.268326, , , 
0.593709, 0.033477, -0.338539, , , 
0.582294, -0.216954, -0.076485, , , 
0.882670, -0.293378, 0.201995, , , 
0.597872, -0.214349, -0.150929, , , 
0.893724, -0.432567, 0.125320, , , 
0.838010, -0.320272, -0.250998, , , 
0.609432, -0.412647, 0.317878, , , 
0.602128, 0.051823, -0.218282, , , 
0.762631, -0.581314, 0.938330, , , 
0.594770, -0.007713, -0.166200, , , 
0.838923, -0.508846, 0.063627, , , 
0.588914, -0.019685, -0.155508, , , 
0.602047, -0.064212, 0.234118, , , 
0.824445, -0.309197, -0.251000, , , 
0.590455, -0.025225, -0.087488, , , 
0.593656, 0.060121, -0.306999, , , 
0.869546, -0.199696, -0.267038, , , 
0.589042, 0.009854, -0.213807, , , 
0.626965, -0.422937, 0.335820, , , 
0.989292, -0.414787, 0.443907, , , 
0.983224, -0.202008, -0.221802, , , 
0.783739, -0.163653, -0.193263, , , 
0.596308, -0.019036, -0.168859, , , 
1.001375, -0.185326, -0.212202, , , 
1.222654, -0.511721, 0.143021, , , 
0.587523, 0.045023, -0.192187, , , 
0.754983, -0.131205, 0.485400, , , 
0.605750, -0.003354, -0.209348, , , 
0.858752, -0.277372, 0.180264, , , 
0.584832, 0.036678, -0.168248, , , 
0.588590, -0.256338, 0.032999, , , 
0.744684, -0.550468, 0.274324, , , 
0.591364, 0.018328, -0.173839, , , 
0.813679, -0.121381, -0.177333, , , 
0.593716, -0.007241, -0.165572, , , 
0.835034, -0.443165, 0.175643, , , 
0.598243, -0.025007, -0.065641, , , 
0.592706, -0.019725, -0.154639, , , 
0.586493, -0.004689, -0.168649, , , 
0.936103, -0.357672, 0.317964, , , 
0.779297, -0.518435, 0.457870, , , 
1.396536, -0.456189, 0.081866, , , 
1.005248, -0.404781, 0.231714, , , 
0.873993, -0.535528, 0.353647, , , 
0.845793, -0.230184, -0.156546, , , 
0.586646, -0.255989, 0.030896, , , 
0.585894, -0.233244, -0.016382, , , 
0.592674, 0.003239, -0.231038, , , 
0.874991, -0.427205, 0.097906, , , 
0.624307, -0.310241, 0.082159, , , 
0.637513, -0.347052, 0.930109, , , 
0.580571, -0.238195, 0.018499, , , 
0.730146, -0.396230, 0.294459, , , 
0.720769, -0.193112, 0.009530, , , 
0.586525, 0.036453, -0.166800, , , 
0.422518, 0.051865, -0.205426, , , 
0.593227, -0.205957, -0.151573, , , 
0.805872, -0.118014, -0.177940, , , 
0.416421, 0.058365, -0.231521, , , 
0.910166, -0.258456, -0.133075, , , 
0.415655, 0.058138, -0.232218, , , 
0.884702, -0.359765, 0.131132, , , 
0.609160, -0.009781, -0.177347, , , 
0.555162, -0.276351, 0.084823, , , 
0.874688, -0.254284, -0.152865, , , 
0.611748, -0.012408, -0.037227, , , 
0.884628, -0.451435, 0.400281, , , 
0.826482, -0.225528, 0.168563, , , 
0.869273, -0.420355, 0.097326, , , 
0.600456, -0.217108, -0.149455, , , 
0.547725, -0.195545, 0.766480, , , 
0.587297, -0.016934, 0.051874, , , 
0.393813, 0.048721, -0.189650, , , 
0.603804, -0.102261, 0.389456, , , 
0.595640, -0.014153, -0.152483, , , 
0.885055, -0.316221, 0.143246, , , 
0.602314, -0.057688, -0.115720, , , 
0.825088, -0.276612, 0.292429, , , 
0.587103, -0.019337, -0.156465, , , 
0.902487, -0.275715, 0.241602, , , 
2.189035, -0.776660, 0.267659, , , 
0.605417, -0.448504, 0.286182, , , 
0.784906, -0.198666, -0.191455, , , 
0.595173, -0.026391, -0.083383, , , 
0.643054, -0.142773, 0.133021, , , 
0.785079, -0.292146, 0.153893, , , 
0.889980, -0.348939, 0.133210, , , 
0.846315, -0.461638, 0.519840, , , 
0.577566, -0.350047, 0.803079, , , 
0.701527, -0.412520, 0.216840, , , 
0.410723, -0.050617, -0.091055, , , 
0.548078, -0.729514, 0.927622, , , 
0.873802, -0.514574, 0.297533, , , 
0.442492, 0.051364, -0.205380, , , 
0.900873, -0.565365, 0.099818, , , 
0.893264, -0.470148, 0.110870, , , 
0.402876, 0.051036, -0.203714, , , 
0.408112, 0.053004, -0.209302, , , 
0.582753, 0.022077, -0.103868, , , 
0.408455, 0.052507, -0.206736, , , 
0.767246, -0.184274, -0.177888, , , 
1.238380, -0.501634, 0.152175, , , 
0.587739, -0.044403, -0.008645, , , 
0.590195, -0.052175, -0.123931, , , 
0.597177, 0.000672, -0.015389, , , 
0.711177, -0.669558, 0.868364, , , 
0.670929, -0.340118, 0.126824, , , 
1.015685, -0.384867, 0.233542, , , 
1.139869, -0.375262, 0.011731, , , 
0.566686, -0.210768, 0.012639, , , 
0.405502, 0.048408, -0.193018, , , 
0.422058, 0.048327, -0.189510, , , 
0.935777, -0.776161, 0.883320, , , 
0.897967, -0.421106, 0.434501, , , 
0.586679, -0.062345, 0.015004, , , 
0.617181, -0.243988, 0.072928, , , 
0.894157, -0.382145, 0.256318, , , 
0.622798, -0.621261, 0.958935, , , 
0.666268, -0.448329, 0.258502, , , 
0.674135, -0.128823, -0.091548, , , 
0.580639, 0.025831, -0.125753, , , 
0.595760, -0.019886, -0.068146, , , 
0.857621, -0.379506, 0.193527, , , 
0.262595, -0.730225, 1.305516, , , 
-0.014045, -0.205041, 0.785821, , , 
0.583327, -0.032523, -0.093212, , , 
0.588864, -0.059127, 0.027794, , , 
0.833386, -0.295047, 0.095187, , , 
0.964611, -0.402702, 0.338408, , , 
0.575770, -0.299913, 0.279500, , , 
0.831339, -0.415583, 0.456779, , , 
0.884123, -0.299855, 0.357033, , , 
0.593162, -0.053604, 0.060544, , , 
0.403767, -0.572034, 0.793509, , , 
-0.020070, -0.325783, 0.769695, , , 
0.663795, -0.419329, 0.393818, , , 
0.596859, -0.028077, -0.074228, , , 
0.645574, -0.472351, 0.273737, , , 
0.829388, -0.315541, 0.358458, , , 
0.542546, -0.085071, 0.058249, , , 
0.869319, -0.432737, 0.409427, , , 
0.584254, -0.005871, 0.017063, , , 
0.582252, -0.033071, -0.021088, , , 
0.875453, -0.514812, 0.299951, , , 
0.137097, -0.673577, 1.194584, , , 
0.618753, -0.449479, 0.293968, , , 
0.632444, -0.139997, 0.180579, , , 
0.832253, -0.442902, 0.176255, , , 
0.895417, -0.537005, 0.358372, , , 
0.078003, -0.757504, 1.343716, , , 
0.923838, -0.373317, 0.389751, , , 
0.626442, -0.135527, 0.139020, , , 
0.870440, -0.396311, 0.401022, , , 
0.159894, -0.327029, 0.760745, , , 
0.855665, -0.341167, 0.381340, , , 
0.499700, -0.661227, 0.814678, , , 
0.991921, -0.726137, 1.094160, , , 
-0.005271, -0.604864, 1.150020, , , 
0.873721, -0.508360, 0.292381, , , 
1.402921, -0.601105, 0.179484, , , 
0.590894, -0.038119, 0.111815, , , 
0.579915, -0.013038, 0.045461, , , 
-0.006767, -0.324545, 0.756894, , , 
0.550826, -0.621527, 0.844670, , , 
-0.170312, -0.566995, 0.979376, , , 
-0.195919, -0.805433, 0.973392, , , 
0.577700, -0.301521, 0.276998, , , 
-0.082270, -0.256358, 0.800037, , , 
-0.214101, -0.842360, 1.015947, , , 
0.316252, -0.358597, 0.845631, , , 
0.148738, -0.838704, 0.895921, , , 
0.870737, -0.484004, 0.554492, , , 
0.304875, -0.199878, 0.797776, , , 
-0.238754, -0.596300, 1.187538, , , 
0.074917, -0.271170, 0.776612, , , 
0.195142, -0.634555, 0.779164, , , 
0.694815, -0.531552, 0.401339, , , 
0.581631, -0.133050, 0.222577, , , 
0.870820, -0.344457, 0.418627, , , 
0.800666, -0.339012, 0.311751, , , 
0.848010, -0.439857, 0.290499, , , 
0.448755, -0.285501, 0.761052, , , 
0.339730, -0.190790, 0.763672, , , 
0.302602, -0.318798, 0.770747, , , 
0.910565, -0.377971, 0.471686, , , 
-0.198950, -0.889840, 1.081927, , , 
0.651839, -0.721102, 0.829238, , , 
0.028503, -0.585605, 0.708310, , , 
0.630547, -0.144994, 0.213545, , , 
0.634564, -0.117801, 0.173124, , , 
0.419637, -0.707927, 1.087167, , , 
0.581887, -0.054003, 0.021058, , , 
-0.264110, -0.774093, 1.112293, , , 
0.397879, -0.338069, 0.917753, , , 
0.586699, -0.033520, -0.004185, , , 
0.901148, -0.451642, 0.632828, , , 
0.925104, -0.393832, 0.725126, , , 
0.483710, -0.562118, 0.832494, , , 
0.411555, -0.287126, 0.760679, , , 
0.648061, -0.477562, 0.530452, , , 
0.628150, -0.460213, 0.635952, , , 
0.590977, -0.530749, 0.810086, , , 
0.741453, -0.541035, 0.261795, , , 
0.108715, -0.193676, 0.794912, , , 
1.287712, -0.841695, 1.389193, , , 
0.913096, -0.438084, 0.454854, , , 
0.592348, -0.053219, 0.064807, , , 
0.894179, -0.792935, 1.336651, , , 
0.554407, -0.460082, 0.701135, , , 
0.336456, -0.191567, 0.773137, , , 
0.911575, -0.415218, 0.299119, , , 
0.584981, -0.123534, 0.358843, , , 
0.711459, -0.503387, 0.455166, , , 
-0.486324, -0.663248, 1.080669, , , 
0.555417, -0.738926, 1.006043, , , 
1.044493, -0.373802, 0.369224, , , 
0.656521, -0.412755, 0.231472, , , 
0.583996, -0.063232, 0.022314, , , 
1.049763, -0.373954, 0.376110, , , 
0.618723, -0.592487, 0.913543, , , 
0.014697, -0.296488, 0.772251, , , 
-0.109259, -0.279782, 0.297815, , , 
0.875101, -0.497756, 0.687399, , , 
-0.157845, -0.301972, 0.680205, , , 
-0.086104, -0.501847, 0.239695, , , 
0.900591, -0.478097, 0.908365, , , 
-0.086595, -0.239188, 0.288996, , , 
0.921518, -0.408478, 0.323321, , , 
-0.138358, -0.858394, 1.733860, , , 
0.589165, -0.258963, 0.033415, , , 
0.624443, -0.302676, 0.067582, , , 
0.371712, -0.528506, 0.989359, , , 
0.587070, -0.279125, 0.120363, , , 
-0.028582, -0.132964, 0.343112, , , 
1.316222, -0.594747, 1.177876, , , 
1.140212, -0.717123, 1.127742, , , 
0.611102, -0.435784, 0.281275, , , 
0.603964, -0.435230, 0.291879, , , 
-0.217546, -0.237630, 0.548288, , , 
0.656124, -0.377659, 0.209359, , , 
0.589809, -0.248326, 0.045381, , , 
0.542255, -0.633597, 1.009512, , , 
1.401425, -0.652824, 1.303339, , , 
0.831630, -0.442079, 0.175008, , , 
-0.067305, -0.418432, 0.232901, , , 
0.643681, -0.469562, 0.270081, , , 
0.710930, -0.368290, 0.224283, , , 
0.596585, -0.052358, 0.166768, , , 
-0.193914, -0.227873, 0.519665, , , 
0.598738, -0.158382, 0.164291, , , 
0.929757, -0.398118, 0.309142, , , 
-0.030197, -0.666315, 1.152622, , , 
-0.340145, -0.757230, 0.433750, , , 
0.802602, -0.311334, 0.226311, , , 
0.589188, -0.066464, 0.247628, , , 
0.935728, -0.304302, 0.627882, , , 
0.676074, -0.466989, 0.272956, , , 
0.665403, -0.392700, 0.223894, , , 
0.592583, -0.049152, 0.190782, , , 
0.634037, -0.617958, 0.769621, , , 
0.711166, -0.498730, 0.857377, , , 
0.100516, -0.597667, 1.054723, , , 
-0.273613, -0.556195, 0.491568, , , 
-0.169601, -0.310623, 0.706877, , , 
0.722200, -0.559633, 0.907822, , , 
0.681666, -0.544570, 0.980186, , , 
0.656211, -0.381386, 0.196642, , , 
0.050234, -0.062994, 0.267374, , , 
-0.090652, -0.484970, 0.245034, , , 
0.576508, -0.320182, 0.699278, , , 
0.684520, -0.496036, 0.414030, , , 
0.583794, -0.106107, 0.270248, , , 
-0.221756, -0.377828, 0.533341, , , 
0.661791, -0.460034, 0.305906, , , 
-0.386545, -0.449301, 0.716842, , , 
0.650819, -0.481584, 0.279330, , , 
0.032915, -0.066395, 0.290050, , , 
-0.482775, -0.508099, 0.824110, , , 
0.944168, -0.336059, 0.291631, , , 
1.027586, -0.449883, 0.695539, , , 
0.075870, -0.746029, 1.302042, , , 
-0.449681, -0.490100, 0.784160, , , 
-0.080820, -0.192832, 0.751117, , , 
0.509065, -0.639331, 0.902043, , , 
-0.574215, -0.629621, 0.888388, , , 
0.486315, -0.575520, 0.693139, , , 
0.591048, -0.080931, 0.199982, , , 
0.577439, -0.110514, 0.443559, , , 
0.567378, -0.011308, 0.039007, , , 
0.603956, -0.055842, 0.183189, , , 
0.084277, -0.267402, 0.755615, , , 
0.607548, -0.045116, 0.136839, , , 
-0.321755, -0.652493, 1.069310, , , 
-0.794107, -0.513055, 1.509305, , , 
0.548173, -0.661571, 1.063716, , , 
0.699012, -0.588467, 0.840387, , , 
0.556472, -0.324359, 0.735857, , , 
0.623328, -0.449178, 0.309420, , , 
0.679246, -0.403987, 0.267418, , , 
0.588050, -0.169117, 0.461980, , , 
0.681200, -0.453383, 0.388908, , , 
0.157045, -0.401154, 0.574283, , , 
1.020915, -1.282081, 0.904389, , , 
-0.175771, -0.639141, 0.975724, , , 
0.592245, -0.081615, 0.202335, , , 
-0.077859, -0.299377, 0.918817, , , 
0.587935, -0.053575, 0.052227, , , 
-0.063489, -0.257975, 0.787756, , , 
0.504375, -0.773406, 1.044160, , , 
-0.288130, -0.649220, 1.447351, , , 
-0.271869, -0.687201, 1.190835, , , 
0.661121, -0.618462, 0.969474, , , 
0.450981, -0.292335, 0.813380, , , 
0.696119, -0.586453, 0.731739, , , 
0.566560, -0.538060, 1.080043, , , 
0.872627, -0.374298, 0.155231, , , 
0.580666, -0.253717, 0.681708, , , 
0.932152, -0.351368, 0.328982, , , 
0.646953, -0.426337, 0.414540, , , 
0.697240, -0.587417, 0.839614, , , 
0.253843, -0.278981, 1.051381, , , 
-0.090121, -0.715812, 1.196216, , , 
0.589541, -0.037575, 0.108168, , , 
0.862073, -0.399874, 0.421792, , , 
0.499862, -0.661752, 0.823126, , , 
0.374783, -0.263317, 0.765140, , , 
0.133793, -0.359677, 0.842400, , , 
-0.062656, -0.789147, 1.305158, , , 
-0.264770, -0.836030, 0.955741, , , 
0.125317, -0.305716, 1.254530, , , 
0.333736, -0.335951, 0.775014, , , 
0.938968, -0.472792, 0.502854, , , 
0.647755, -0.460086, 0.375364, , , 
-0.403227, -0.659707, 1.005387, , , 
-0.022737, -0.618586, 1.177474, , , 
0.802684, -0.407337, 0.342345, , , 
0.114478, -0.311027, 0.772313, , , 
0.310851, -0.218548, 0.825441, , , 
-0.354694, -0.498581, 1.016613, , , 
0.576596, -0.149711, 0.293187, , , 
0.652161, -0.511605, 0.355047, , , 
0.800831, -0.606829, 0.389022, , , 
0.666094, -0.351997, 0.269702, , , 
0.427293, -0.490764, 0.784909, , , 
0.430499, -0.546184, 0.884405, , , 
0.445945, -1.197772, 1.931394, , , 
0.650444, -0.449126, 0.435786, , , 
-0.298387, -0.866832, 0.978354, , , 
-0.145069, -0.800782, 0.979788, , , 
0.579255, -0.087336, 0.324153, , , 
0.607504, -0.054241, 0.209417, , , 
0.564979, -0.592090, 0.813286, , , 
0.600279, -0.398502, 0.305869, , , 
0.312829, -0.227527, 0.779278, , , 
0.160595, -0.097309, 0.265101, , , 
0.574207, -0.146730, 0.045368, , , 
0.613303, -0.095669, 0.117618, , , 
0.426566, 0.002572, -0.007719, , , 
-0.042265, -0.425685, 0.889343, , , 
0.705868, -0.463978, 0.285065, , , 
0.426499, 0.002576, -0.008145, , , 
0.582952, -0.275297, 0.118468, , , 
0.592761, -0.290191, 0.126204, , , 
-0.082823, -0.293708, 0.768599, , , 
-0.159578, -0.707195, 1.195714, , , 
0.280494, -0.667141, 1.205506, , , 
0.243246, -0.634773, 1.150356, , , 
0.646028, -0.132789, 0.140135, , , 
0.575527, -0.254331, 0.118031, , , 
0.577240, -0.063493, 0.075172, , , 
0.785015, -0.320610, 0.090780, , , 
0.115055, -0.311380, 0.769871, , , 
0.032068, -0.249120, 0.859040, , , 
0.564094, -0.220121, 0.125252, , , 
0.303732, -0.317923, 0.769862, , , 
0.490066, -0.559486, 0.897213, , , 
1.088948, -0.188481, 0.691998, , , 
0.723712, -0.358362, 0.501526, , , 
0.744896, -0.237807, 0.107242, , , 
0.782587, -0.421468, 0.600601, , , 
0.075456, -0.506532, 0.610540, , , 
0.676031, -0.414698, 0.407738, , , 
0.585357, -0.223261, 0.613656, , , 
0.485305, -0.286710, 0.758342, , , 
0.452574, -0.286414, 0.818353, , , 
0.599345, -0.085206, 0.215188, , , 
0.834730, -0.347545, 0.392969, , , 
0.653221, -0.546997, 0.783711, , , 
0.985646, -0.761265, 0.842632, , , 
0.600117, -0.089442, 0.214941, , , 
0.599346, -0.291477, 0.130152, , , 
0.883877, -0.421138, 0.444268, , , 
0.615196, -0.494684, 0.946530, , , 
1.106534, -0.491095, 0.513138, , , 
0.005806, -0.655439, 1.045048, , , 
0.605919, -0.303533, 0.139171, , , 
0.583012, -0.140409, 0.350999, , , 
0.561378, -0.220625, 0.575356, , , 
0.770002, -0.494255, 0.404308, , , 
0.617183, -0.690139, 0.978406, , , 
0.366063, -0.611783, 1.148290, , , 
0.801185, -0.309781, 0.335615, , , 
-0.007705, -0.329334, 0.767916, , , 
0.574115, -0.318877, 0.340260, , , 
0.708471, -0.574494, 1.051887, , , 
0.912586, -0.347454, 0.354630, , , 
0.837706, -0.204775, 0.313308, , , 
0.605273, -0.056261, 0.188406, , , 
0.501748, -0.521072, 0.982005, , , 
0.553703, -0.099380, 0.287285, , , 
0.898430, -0.365189, 0.326955, , , 
0.643671, -0.320341, 0.248921, , , 
0.404146, -0.249039, 0.809225, , , 
0.025083, -0.235598, 0.775648, , , 
0.539287, -0.192505, 0.741805, , , 
0.378155, -0.263686, 0.760525, , , 
0.585055, -0.126830, 0.361162, , , 
0.579924, -0.328358, 0.720120, , , 
0.732568, -0.311734, 0.423156, , , 
-0.268739, -0.681634, 0.870350, , , 
0.072516, -0.536748, 1.108157, , , 
0.605750, -0.456767, 0.826194, , , 
0.881181, -0.458807, 0.687669, , , 
-0.055850, -0.652691, 1.248159, , , 
0.204630, -0.678484, 0.730674, , , 
0.889788, -0.398232, 0.636331, , , 
0.574651, -0.169625, 0.498974, , , 
0.484927, -0.413489, 0.783935, , , 
0.526827, -0.242738, 0.769305, , , 
0.836181, -0.629590, 1.149909, , , 
0.557107, -0.099407, 0.391525, , , 
0.531719, -0.217329, 0.751648, , , 
0.569383, -0.597489, 0.818685, , , 
0.480527, -0.524349, 0.639601, , , 
0.549404, -0.054382, 0.192026, , , 
0.571763, -0.155303, 0.432205, , , 
0.564624, -0.519636, 1.046135, , , 
-0.171144, -0.680979, 1.275166, , , 
0.348885, -0.348727, 0.798633, , , 
-0.179370, -0.640378, 1.008696, , , 
0.967773, -0.692123, 1.051822, , , 
0.755541, -0.433216, 0.538160, , , 
0.766588, -0.450955, 0.472814, , , 
0.424419, -0.215166, 0.813189, , , 
-0.152194, -0.197203, 0.642748, , , 
-0.634550, -0.689258, 1.413520, , , 
-0.287532, -0.656285, 0.951100, , , 
-0.090089, -0.115068, 0.493417, , , 
0.348446, -0.357160, 0.816512, , , 
0.613450, -0.270323, 0.692867, , , 
-0.496133, -0.655820, 0.753596, , , 
0.456966, -0.313425, 0.760041, , , 
0.403580, -0.645632, 1.314055, , , 
0.859957, -0.374904, 0.555273, , , 
-0.422690, -0.636458, 1.019409, , , 
0.773603, -0.542295, 1.183740, , , 
-1.287023, -1.408041, 2.355153, , , 
0.543205, -0.077887, 0.173373, , , 
0.597894, -0.337932, 0.213887, , , 
0.748865, -0.355454, 0.478462, , , 
0.510491, -0.528355, 0.694015, , , 
-0.454399, -0.862697, 0.505403, , , 
0.740104, -0.572470, 0.913940, , , 
0.592294, -0.342141, 0.312866, , , 
0.712583, -0.435896, 0.714460, , , 
-0.147430, -0.312359, 0.382384, , , 
0.582377, -0.365717, 0.283296, , , 
0.531819, -0.566271, 0.830016, , , 
-0.111543, -0.309124, 0.801546, , , 
0.614475, -0.261705, 0.657239, , , 
0.576502, -0.320100, 0.707376, , , 
0.676331, -0.414537, 0.410056, , , 
0.658399, -0.338702, 0.261744, , , 
0.051166, -0.253107, 0.778062, , , 
0.260817, -0.109374, 0.417877, , , 
0.552761, -0.523301, 1.003972, , , 
0.116503, -0.208853, 0.833337, , , 
-0.396223, -0.716192, 0.469760, , , 
0.566176, -0.070326, 0.261071, , , 
-0.029151, -0.207503, 0.818482, , , 
0.519893, -0.554627, 0.726208, , , 
0.627726, -0.314938, 0.391482, , , 
0.529081, -0.047781, 0.167494, , , 
0.569641, -0.432928, 0.640609, , , 
0.555453, -0.106901, 0.198323, , , 
0.554389, -0.121871, 0.216225, , , 
0.580065, -0.163353, 0.342777, , , 
-0.954118, -0.930194, 1.629228, , , 
0.662634, -0.214809, 0.358042, , , 
0.572452, -0.132796, 0.341833, , , 
0.650295, -0.205259, 0.344900, , , 
0.573417, -0.152586, 0.582636, , , 
0.579928, -0.142281, 0.248075, , , 
0.446285, -0.031911, 0.119067, , , 
0.673496, -0.512242, 0.421436, , , 
-0.002327, -0.138704, 0.383284, , , 
-0.160943, -0.518211, 0.351735, , , 
0.088048, -0.335576, 0.795977, , , 
0.741267, -0.419639, 0.439087, , , 
0.633117, -0.401127, 0.275416, , , 
0.827434, -0.372233, 0.475330, , , 
0.788542, -0.429832, 0.451101, , , 
-0.501767, -0.465443, 1.058741, , , 
0.778736, -0.312874, 0.407303, , , 
0.574637, -0.117437, 0.338952, , , 
0.383484, -0.028223, 0.102579, , , 
-0.001283, -0.355449, 0.339346, , , 
0.447694, -0.032052, 0.122231, , , 
0.566901, -0.126359, 0.255902, , , 
0.757442, -0.438152, 0.459317, , , 
0.570614, -0.131440, 0.261743, , , 
0.566956, -0.098335, 0.243887, , , 
0.639132, -0.449545, 0.465982, , , 
0.752676, -0.308490, 0.400725, , , 
0.808086, -0.382110, 0.514197, , , 
0.574572, -0.357948, 0.489490, , , 
0.027188, -0.563582, 1.076863, , , 
0.636755, -0.453413, 0.497446, , , 
-0.079269, -0.509867, 0.293855, , , 
0.694997, -0.549659, 1.004207, , , 
-0.419165, -1.355949, 2.186332, , , 
0.800723, -0.408351, 0.466725, , , 
0.865661, -0.633588, 1.105113, , , 
0.761204, -0.337849, 0.456527, , , 
0.553211, -0.502030, 1.005693, , , 
-0.148878, -0.224773, 0.532757, , , 
0.657486, -0.444185, 0.297782, , , 
-0.357338, -0.698470, 0.958308, , , 
0.797036, -0.404792, 0.462536, , , 
0.691615, -0.399981, 0.357943, , , 
0.707880, -0.605324, 0.740221, , , 
0.603445, -0.415702, 0.317935, , , 
-0.145854, -0.296207, 0.661735, , , 
-0.376582, -0.443566, 0.702381, , , 
0.662052, -0.475688, 0.385510, , , 
0.573747, -0.144395, 0.335645, , , 
-0.300950, -0.599483, 0.535411, , , 
0.565925, -0.122420, 0.490091, , , 
-0.157372, -0.329893, 0.529062, , , 
0.570475, -0.107663, 0.262439, , , 
0.869505, -0.902297, 0.913401, , , 
0.573310, -0.127207, 0.334731, , , 
-0.181550, -0.448859, 0.679692, , , 
0.171214, -0.317008, 0.740790, , , 
0.056830, -0.235304, 0.801897, , , 
0.902526, -0.463507, 0.689858, , , 
0.871083, -0.384773, 0.646483, , , 
0.780880, -0.664118, 0.808734, , , 
0.572352, -0.102439, 0.250689, , , 
0.586295, -0.685522, 0.797514, , , 
0.071762, -0.738010, 1.280638, , , 
0.910282, -0.468920, 0.696552, , , 
0.793477, -0.342395, 0.441808, , , 
0.716430, -0.402949, 0.434133, , , 
0.577945, -0.329811, 0.352722, , , 
0.325872, -0.274983, 0.762767, , , 
0.069918, -0.195455, 0.800387, , , 
